"日期","收市","開市","高","低","成交量","更改%"
"2017年9月19日","221.50","221.50","221.50","220.00","26.25B","0.91%"
"2017年9月18日","219.50","219.00","220.00","218.00","17.81B","0.46%"
"2017年9月15日","218.50","218.50","219.00","217.00","48.90B","0.00%"
"2017年9月14日","218.50","218.50","219.00","217.50","21.51B","0.23%"
"2017年9月13日","218.00","217.50","219.00","217.50","17.55B","-0.46%"
"2017年9月12日","219.00","219.00","219.50","217.50","24.86B","0.92%"
"2017年9月11日","217.00","219.00","219.50","216.50","19.39B","-0.46%"
"2017年9月8日","218.00","217.00","218.00","216.50","25.51B","0.46%"
"2017年9月7日","217.00","218.00","218.50","216.00","19.20B","0.00%"
"2017年9月6日","217.00","216.50","218.00","216.00","28.15B","-0.46%"
"2017年9月5日","218.00","218.00","218.00","216.50","34.51B","0.23%"
"2017年9月4日","217.50","216.50","218.00","215.50","15.05B","0.46%"
"2017年9月1日","216.50","215.00","217.50","215.00","17.81B","0.00%"
"2017年8月31日","216.50","217.50","218.00","215.50","26.94B","-0.46%"
"2017年8月30日","217.50","216.00","218.00","216.00","19.67B","0.69%"
"2017年8月29日","216.00","216.00","216.00","215.00","16.56B","0.00%"
"2017年8月28日","216.00","215.00","216.50","215.00","16.51B","-0.69%"
"2017年8月25日","217.50","217.50","217.50","216.00","10.97B","0.23%"
"2017年8月24日","217.00","216.00","217.00","215.50","15.43B","0.70%"
"2017年8月23日","215.50","215.50","216.00","214.00","11.76B","0.47%"
"2017年8月22日","214.50","213.50","214.50","213.00","17.33B","1.42%"
"2017年8月21日","211.50","212.50","213.00","211.50","13.85B","-0.47%"
"2017年8月18日","212.50","212.00","213.00","211.00","14.36B","-0.70%"
"2017年8月17日","214.00","213.50","214.00","213.00","8.35B","0.47%"
"2017年8月16日","213.00","214.50","214.50","211.00","25.21B","-0.47%"
"2017年8月15日","214.00","213.00","214.50","213.00","14.39B","1.42%"
"2017年8月14日","211.00","213.50","214.00","210.00","29.41B","-0.71%"
"2017年8月11日","212.50","211.00","213.50","210.50","41.59B","-0.70%"
"2017年8月10日","214.00","215.50","215.50","212.50","27.44B","-0.23%"
"2017年8月9日","214.50","215.00","215.50","213.50","28.13B","-1.38%"
"2017年8月8日","217.50","217.50","219.00","216.00","25.22B","0.69%"
"2017年8月7日","216.00","213.50","216.50","213.50","21.59B","1.41%"
"2017年8月4日","213.00","213.50","214.00","212.50","22.19B","-0.23%"
"2017年8月3日","213.50","213.00","214.00","212.50","27.10B","-1.16%"
"2017年8月2日","216.00","214.00","216.00","214.00","30.53B","1.89%"
"2017年8月1日","212.00","212.50","214.00","212.00","20.31B","-1.17%"
"2017年7月31日","214.50","211.50","214.50","211.50","20.36B","0.70%"
"2017年7月28日","213.00","213.00","214.00","212.50","21.12B","-1.16%"
"2017年7月27日","215.50","213.50","216.00","213.50","23.04B","1.17%"
"2017年7月26日","213.00","215.00","215.00","212.50","15.90B","-0.47%"
"2017年7月25日","214.00","214.00","214.50","213.50","13.85B","-0.23%"
"2017年7月24日","214.50","213.50","214.50","213.00","20.00B","0.23%"
"2017年7月21日","214.00","214.00","215.00","213.50","15.42B","-0.70%"
"2017年7月20日","215.50","215.00","215.50","214.00","20.80B","0.47%"
"2017年7月19日","214.50","212.50","215.00","212.50","20.66B","0.23%"
"2017年7月18日","214.00","213.00","214.00","212.00","18.76B","0.47%"
"2017年7月17日","213.00","215.00","215.50","211.50","21.40B","0.00%"
"2017年7月14日","213.00","213.00","214.50","212.00","22.36B","-0.70%"
"2017年7月13日","214.50","212.00","216.00","211.50","50.14B","1.90%"
"2017年7月12日","210.50","211.00","212.50","210.50","26.89B","-0.71%"
"2017年7月11日","212.00","208.00","212.00","207.50","34.59B","2.91%"
"2017年7月10日","206.00","206.50","207.00","206.00","13.33B","0.00%"
"2017年7月7日","206.00","207.00","207.50","205.50","21.57B","-0.72%"
"2017年7月6日","207.50","208.00","208.50","207.00","15.26B","-0.48%"
"2017年7月5日","208.50","207.00","208.50","206.50","23.46B","0.72%"
"2017年7月4日","207.00","208.00","208.50","207.00","21.59B","-0.96%"
"2017年7月3日","209.00","207.50","209.00","207.00","21.07B","0.24%"
"2017年6月30日","208.50","206.50","208.50","206.50","31.71B","-0.71%"
"2017年6月29日","210.00","210.50","210.50","208.50","27.05B","0.72%"
"2017年6月28日","208.50","209.50","210.00","208.00","52.27B","-1.42%"
"2017年6月27日","211.50","214.00","214.00","211.00","44.50B","-1.63%"
"2017年6月26日","215.00","212.00","215.00","212.00","60.14B","-0.92%"
"2017年6月23日","217.00","218.00","218.50","217.00","39.69B","-0.46%"
"2017年6月22日","218.00","217.00","218.00","216.50","26.09B","1.16%"
"2017年6月21日","215.50","216.00","217.00","214.50","45.38B","-0.46%"
"2017年6月20日","216.50","215.00","218.00","214.50","28.78B","1.64%"
"2017年6月19日","213.00","211.00","213.00","210.50","17.49B","0.71%"
"2017年6月16日","211.50","207.50","212.00","207.00","32.86B","1.68%"
"2017年6月15日","208.00","207.50","208.00","207.00","19.49B","0.48%"
"2017年6月14日","207.00","208.50","209.50","206.00","39.08B","-0.48%"
"2017年6月13日","208.00","207.00","208.50","206.50","49.98B","0.24%"
"2017年6月12日","207.50","207.00","210.00","207.00","63.11B","-2.12%"
"2017年6月9日","212.00","214.50","215.00","212.00","35.19B","-0.47%"
"2017年6月8日","213.00","212.00","213.00","211.50","21.65B","0.71%"
"2017年6月7日","211.50","212.00","212.50","210.00","34.73B","0.48%"
"2017年6月6日","210.50","210.50","211.50","210.50","15.38B","-0.71%"
"2017年6月5日","212.00","209.50","212.00","209.00","22.55B","1.44%"
"2017年6月3日","209.00","209.00","209.00","208.00","1.54B","0.00%"
"2017年6月2日","209.00","208.50","209.00","207.50","23.26B","0.97%"
"2017年6月1日","207.00","205.00","207.00","204.50","29.62B","1.97%"
"2017年5月31日","203.00","206.50","207.00","203.00","67.93B","-1.93%"
"2017年5月26日","207.00","205.00","207.00","205.00","32.98B","0.00%"
"2017年5月25日","207.00","206.00","207.00","205.50","26.09B","0.73%"
"2017年5月24日","205.50","205.00","206.00","205.00","18.31B","0.24%"
"2017年5月23日","205.00","205.00","207.00","204.50","23.03B","0.00%"
"2017年5月22日","205.00","203.50","205.00","203.00","17.42B","0.99%"
"2017年5月19日","203.00","203.50","204.50","202.50","17.16B","-0.25%"
"2017年5月18日","203.50","202.50","204.00","201.50","22.49B","-0.25%"
"2017年5月17日","204.00","203.00","204.00","203.00","22.61B","-0.24%"
"2017年5月16日","204.50","205.00","205.00","203.50","36.60B","-0.73%"
"2017年5月15日","206.00","204.00","206.00","204.00","25.92B","0.00%"
"2017年5月12日","206.00","205.00","207.00","205.00","25.51B","-0.72%"
"2017年5月11日","207.50","204.50","208.50","204.00","44.29B","0.97%"
"2017年5月10日","205.50","204.00","206.00","204.00","31.08B","0.98%"
"2017年5月9日","203.50","205.50","207.00","203.50","48.28B","0.49%"
"2017年5月8日","202.50","199.00","202.50","199.00","39.59B","2.53%"
"2017年5月5日","197.50","197.00","198.50","197.00","17.62B","-0.25%"
"2017年5月4日","198.00","198.50","199.00","197.00","22.19B","0.00%"
"2017年5月3日","198.00","198.00","198.50","197.00","27.24B","0.76%"
"2017年5月2日","196.50","198.50","199.00","195.50","45.85B","1.03%"
"2017年5月1日","194.50","193.50","194.50","193.00","38.38K","0.00%"
"2017年4月28日","194.50","193.50","194.50","193.00","38.38B","0.78%"
"2017年4月27日","193.00","192.00","193.00","190.50","35.81B","1.05%"
"2017年4月26日","191.00","192.00","192.00","190.50","31.12B","-0.52%"
"2017年4月25日","192.00","190.50","192.00","189.50","31.95B","1.05%"
"2017年4月24日","190.00","191.00","191.50","188.50","29.57B","0.00%"
"2017年4月21日","190.00","187.50","190.00","187.50","19.03B","1.60%"
"2017年4月20日","187.00","186.50","188.00","186.50","32.70B","0.27%"
"2017年4月19日","186.50","187.50","187.50","186.50","31.17B","-0.80%"
"2017年4月18日","188.00","188.00","189.50","187.50","28.73B","0.27%"
"2017年4月17日","187.50","189.00","189.00","187.50","17.11B","-0.79%"
"2017年4月14日","189.00","189.50","189.50","188.00","31.32B","-1.31%"
"2017年4月13日","191.50","189.50","192.00","189.50","14.80B","0.26%"
"2017年4月12日","191.00","190.50","191.50","190.00","17.42B","0.00%"
"2017年4月11日","191.00","190.00","191.00","189.00","9.79B","0.53%"
"2017年4月10日","190.00","191.00","191.50","189.50","17.39B","-0.52%"
"2017年4月7日","191.00","192.00","192.00","188.50","19.07B","-0.26%"
"2017年4月6日","191.50","193.00","193.00","191.00","17.42B","-0.78%"
"2017年4月5日","193.00","189.50","193.00","189.50","45.12B","2.12%"
"2017年3月31日","189.00","191.00","192.00","189.00","34.00B","-1.31%"
"2017年3月30日","191.50","192.50","193.00","190.50","30.72B","0.00%"
"2017年3月29日","191.50","194.50","194.50","191.00","33.84B","-1.54%"
"2017年3月28日","194.50","195.00","195.00","192.50","39.52B","0.78%"
"2017年3月27日","193.00","194.50","194.50","192.00","29.87B","0.26%"
"2017年3月24日","192.50","192.00","193.00","192.00","17.72B","-0.52%"
"2017年3月23日","193.50","192.00","193.50","192.00","18.83B","0.00%"
"2017年3月22日","193.50","192.50","193.50","191.50","27.77B","-0.77%"
"2017年3月21日","195.00","192.00","195.00","191.50","33.66B","1.83%"
"2017年3月20日","191.50","191.50","191.50","189.50","16.53B","0.00%"
"2017年3月17日","191.50","189.50","191.50","189.00","38.70B","0.79%"
"2017年3月16日","190.00","188.00","190.00","188.00","32.45B","1.88%"
"2017年3月15日","186.50","185.50","187.00","185.50","14.15B","0.27%"
"2017年3月14日","186.00","188.00","188.00","186.00","24.37B","-0.27%"
"2017年3月13日","186.50","185.00","186.50","185.00","11.03B","1.63%"
"2017年3月10日","183.50","184.00","184.50","183.00","24.89B","-0.54%"
"2017年3月9日","184.50","185.50","186.00","184.00","31.12B","-1.34%"
"2017年3月8日","187.00","186.00","188.00","185.50","38.66B","0.81%"
"2017年3月7日","185.50","184.00","185.50","184.00","22.82B","1.09%"
"2017年3月6日","183.50","184.00","184.50","183.50","12.63B","-0.27%"
"2017年3月3日","184.00","184.50","185.00","184.00","28.21B","-1.08%"
"2017年3月2日","186.00","188.00","188.50","185.00","40.88B","0.00%"
"2017年3月1日","186.00","188.50","188.50","186.00","48.26B","-1.59%"
"2017年2月24日","189.00","187.50","190.50","187.50","26.18B","0.27%"
"2017年2月23日","188.50","188.00","189.50","187.00","36.10B","0.00%"
"2017年2月22日","188.50","190.50","191.00","188.50","26.14B","-0.79%"
"2017年2月21日","190.00","190.00","190.00","188.50","31.99B","0.00%"
"2017年2月20日","190.00","190.00","190.50","189.50","13.28B","0.26%"
"2017年2月18日","189.50","190.00","190.50","189.50","3.52M","0.00%"
"2017年2月17日","189.50","190.00","190.50","189.00","20.41M","0.26%"
"2017年2月16日","189.00","190.00","190.50","188.00","28.37M","0.00%"
"2017年2月15日","189.00","187.00","189.50","186.50","39.93M","0.80%"
"2017年2月14日","187.50","189.00","190.00","187.50","46.72M","0.00%"
"2017年2月13日","187.50","186.50","188.00","186.50","26.16M","1.08%"
"2017年2月10日","185.50","184.50","185.50","184.00","49.26M","0.82%"
"2017年2月9日","184.00","184.00","185.50","183.50","23.42M","0.27%"
"2017年2月8日","183.50","183.50","184.50","183.00","45.61M","-0.54%"
"2017年2月7日","184.50","183.50","185.00","183.00","23.98M","0.00%"
"2017年2月6日","184.50","184.50","185.50","184.00","29.70M","0.00%"
"2017年2月3日","184.50","186.00","186.00","183.50","30.39M","0.00%"
"2017年2月2日","184.50","188.00","188.50","184.00","153.70M","-0.54%"
"2017年1月24日","185.50","185.00","186.50","184.50","72.01M","0.27%"
"2017年1月23日","185.00","182.50","185.00","182.50","58.30M","2.21%"
"2017年1月20日","181.00","181.00","181.50","180.50","42.32M","0.28%"
"2017年1月19日","180.50","179.50","181.00","179.50","25.94M","-0.28%"
"2017年1月18日","181.00","180.50","181.00","179.50","23.81M","0.00%"
"2017年1月17日","181.00","180.50","181.00","179.50","13.21M","0.84%"
"2017年1月16日","179.50","180.00","180.50","179.00","30.88M","-1.10%"
"2017年1月13日","181.50","180.50","182.50","180.50","53.09M","-1.63%"
"2017年1月12日","184.50","182.50","185.50","182.50","48.60M","1.37%"
"2017年1月11日","182.00","185.00","185.00","181.50","29.75M","-1.09%"
"2017年1月10日","184.00","184.50","185.50","183.50","20.69M","0.00%"
"2017年1月9日","184.00","184.00","185.00","183.00","18.58M","0.00%"
"2017年1月6日","184.00","184.00","184.50","183.50","23.12M","0.27%"
"2017年1月5日","183.50","182.00","183.50","181.50","21.37M","0.27%"
"2017年1月4日","183.00","183.00","184.00","181.50","24.48M","0.00%"
"2017年1月3日","183.00","181.50","183.50","181.00","23.55M","0.83%"
"2016年12月30日","181.50","181.00","182.50","180.00","36.75M","0.83%"
"2016年12月29日","180.00","180.00","181.50","180.00","30.21M","-1.10%"
"2016年12月28日","182.00","181.00","182.00","180.50","21.44M","1.11%"
"2016年12月27日","180.00","180.00","180.50","179.50","8.28M","0.28%"
"2016年12月26日","179.50","179.00","180.00","179.00","5.69M","0.56%"
"2016年12月23日","178.50","179.00","180.00","178.50","24.38M","-0.28%"
"2016年12月22日","179.00","180.00","180.50","179.00","26.51M","-0.56%"
"2016年12月21日","180.00","181.00","182.00","180.00","32.23M","-1.37%"
"2016年12月20日","182.50","181.00","182.50","180.00","24.24M","0.00%"
"2016年12月19日","182.50","184.00","184.50","182.50","20.55M","-1.35%"
"2016年12月16日","185.00","185.50","187.00","185.00","36.27M","-1.07%"
"2016年12月15日","187.00","185.00","187.50","184.50","24.24M","-0.27%"
"2016年12月14日","187.50","186.50","187.50","185.50","16.77M","0.81%"
"2016年12月13日","186.00","186.50","186.50","184.50","23.69M","0.54%"
"2016年12月12日","185.00","186.00","187.00","184.00","18.82M","-0.54%"
"2016年12月9日","186.00","186.00","186.00","184.50","24.89M","0.27%"
"2016年12月8日","185.50","184.00","185.50","183.00","27.28M","2.20%"
"2016年12月7日","181.50","183.00","183.50","181.50","14.53M","-0.27%"
"2016年12月6日","182.00","181.00","183.00","180.50","27.73M","1.68%"
"2016年12月5日","179.00","178.00","180.00","178.00","32.25M","0.56%"
"2016年12月2日","178.00","179.00","179.50","178.00","53.95M","-2.73%"
"2016年12月1日","183.00","182.00","183.00","181.50","13.92M","0.00%"
"2016年11月30日","183.00","181.50","183.00","181.50","54.05M","0.55%"
"2016年11月29日","182.00","183.50","185.00","182.00","26.89M","-1.09%"
"2016年11月28日","184.00","181.50","184.00","181.50","22.36M","1.10%"
"2016年11月25日","182.00","182.50","183.50","182.00","10.23M","-0.55%"
"2016年11月24日","183.00","184.00","185.00","183.00","19.10M","-1.35%"
"2016年11月23日","185.50","184.50","186.50","184.00","23.07M","0.82%"
"2016年11月22日","184.00","182.00","185.00","181.50","31.35M","1.66%"
"2016年11月21日","181.00","180.50","181.50","180.00","15.62M","0.00%"
"2016年11月18日","181.00","181.50","181.50","180.00","23.73M","-0.28%"
"2016年11月17日","181.50","182.00","182.50","180.50","23.26M","0.83%"
"2016年11月16日","180.00","180.50","183.00","180.00","35.29M","0.00%"
"2016年11月15日","180.00","179.50","182.00","179.00","33.53M","-0.28%"
"2016年11月14日","180.50","181.00","182.00","180.00","48.03M","-0.55%"
"2016年11月11日","181.50","181.50","183.00","181.00","67.64M","-2.16%"
"2016年11月10日","185.50","187.00","188.00","185.50","38.87M","1.92%"
"2016年11月9日","182.00","190.00","190.50","182.00","55.58M","-3.45%"
"2016年11月8日","188.50","190.00","190.00","188.00","15.95M","-0.26%"
"2016年11月7日","189.00","186.50","189.00","186.00","21.43M","2.44%"
"2016年11月4日","184.50","184.50","186.00","184.00","15.11M","0.00%"
"2016年11月3日","184.50","185.50","186.50","184.50","25.53M","-0.81%"
"2016年11月2日","186.00","187.50","188.00","186.00","16.53M","-1.85%"
"2016年11月1日","189.50","188.50","189.50","187.50","15.13M","0.53%"
"2016年10月31日","188.50","189.00","190.50","186.50","25.83M","-0.53%"
"2016年10月28日","189.50","189.50","190.00","188.50","33.11M","0.53%"
"2016年10月27日","188.50","191.50","191.50","188.50","26.88M","-1.57%"
"2016年10月26日","191.50","190.50","192.50","190.50","24.89M","-0.78%"
"2016年10月25日","193.00","192.00","193.00","191.00","19.15M","1.05%"
"2016年10月24日","191.00","191.00","191.00","189.50","14.38M","1.33%"
"2016年10月21日","188.50","191.00","192.00","188.50","22.32M","-1.05%"
"2016年10月20日","190.50","189.50","190.50","189.00","15.74M","0.53%"
"2016年10月19日","189.50","187.50","189.50","187.50","38.14M","1.34%"
"2016年10月18日","187.00","186.50","187.00","185.50","40.65M","0.27%"
"2016年10月17日","186.50","186.50","187.50","185.00","37.88M","-0.80%"
"2016年10月14日","188.00","187.00","189.00","186.50","34.34M","-0.27%"
"2016年10月13日","188.50","190.50","191.00","187.00","40.73M","-0.53%"
"2016年10月12日","189.50","186.50","190.00","186.00","24.59M","1.07%"
"2016年10月11日","187.50","191.00","191.00","186.00","31.11M","-0.27%"
"2016年10月7日","188.00","188.00","188.00","186.00","15.87M","0.27%"
"2016年10月6日","187.50","185.00","187.50","185.00","15.72M","0.81%"
"2016年10月5日","186.00","186.00","186.00","184.50","19.14M","-0.53%"
"2016年10月4日","187.00","185.00","187.00","185.00","17.14M","0.54%"
"2016年10月3日","186.00","186.00","186.50","184.50","18.99M","1.92%"
"2016年9月30日","182.50","185.50","186.50","182.50","45.16M","-1.62%"
"2016年9月29日","185.50","185.50","187.50","185.50","57.78M","1.37%"
"2016年9月26日","183.00","183.50","185.00","183.00","25.22M","-2.40%"
"2016年9月23日","187.50","185.00","187.50","184.50","23.14M","1.08%"
"2016年9月22日","185.50","185.00","185.50","183.50","21.21M","0.82%"
"2016年9月21日","184.00","181.00","184.00","180.50","26.26M","0.55%"
"2016年9月20日","183.00","182.00","183.50","181.50","23.65M","0.27%"
"2016年9月19日","182.50","179.50","183.00","178.50","57.30M","5.19%"
"2016年9月14日","173.50","174.00","176.00","173.50","52.97M","-0.86%"
"2016年9月13日","175.00","176.50","176.50","173.50","38.44M","0.00%"
"2016年9月12日","175.00","177.50","177.50","174.00","42.75M","-1.69%"
"2016年9月10日","178.00","177.00","179.00","176.00","15.47M","-0.84%"
"2016年9月9日","179.50","181.00","181.00","179.50","30.64M","-1.91%"
"2016年9月8日","183.00","182.50","184.50","182.50","30.31M","-0.54%"
"2016年9月7日","184.00","180.50","185.00","180.00","50.85M","2.79%"
"2016年9月6日","179.00","177.00","179.00","176.50","29.65M","1.42%"
"2016年9月5日","176.50","176.50","177.50","176.50","27.98M","1.15%"
"2016年9月2日","174.50","176.50","176.50","174.00","19.49M","0.58%"
"2016年9月1日","173.50","176.00","176.00","173.00","26.10M","-1.42%"
"2016年8月31日","176.00","176.50","177.00","174.50","42.46M","0.86%"
"2016年8月30日","174.50","176.00","176.50","174.00","19.75M","-1.13%"
"2016年8月29日","176.50","175.00","177.00","174.00","16.97M","-0.28%"
"2016年8月26日","177.00","175.00","177.00","175.00","15.80M","0.00%"
"2016年8月25日","177.00","175.00","177.00","174.50","23.97M","2.02%"
"2016年8月24日","173.50","175.00","175.50","173.50","12.53M","-0.29%"
"2016年8月23日","174.00","174.00","175.00","173.50","21.47M","0.58%"
"2016年8月22日","173.00","173.00","174.00","171.50","21.82M","-0.86%"
"2016年8月19日","174.50","177.00","177.50","174.00","23.50M","-0.85%"
"2016年8月18日","176.00","176.00","176.50","175.00","27.90M","-0.56%"
"2016年8月17日","177.00","177.00","177.50","176.00","24.17M","0.85%"
"2016年8月16日","175.50","178.00","179.00","175.00","34.28M","-1.96%"
"2016年8月15日","179.00","178.50","179.00","177.50","13.66M","0.85%"
"2016年8月12日","177.50","178.50","178.50","177.00","23.99M","0.57%"
"2016年8月11日","176.50","177.50","178.00","175.50","28.22M","-1.67%"
"2016年8月10日","179.50","179.00","179.50","178.00","19.31M","0.56%"
"2016年8月9日","178.50","178.50","179.50","177.00","16.44M","0.28%"
"2016年8月8日","178.00","178.00","178.00","176.50","16.24M","0.56%"
"2016年8月5日","177.00","175.00","177.50","174.00","25.80M","1.43%"
"2016年8月4日","174.50","173.00","174.50","172.50","14.29M","1.16%"
"2016年8月3日","172.50","172.50","174.00","172.00","21.65M","-1.99%"
"2016年8月2日","176.00","177.50","177.50","175.50","15.37M","-0.56%"
"2016年8月1日","177.00","175.00","177.00","174.50","34.70M","2.61%"
"2016年7月29日","172.50","177.00","177.00","172.50","30.01M","-2.27%"
"2016年7月28日","176.50","175.00","176.50","173.00","31.14M","0.86%"
"2016年7月27日","175.00","175.00","176.00","174.50","36.11M","1.16%"
"2016年7月26日","173.00","172.00","173.00","171.50","32.74M","0.87%"
"2016年7月25日","171.50","172.00","173.00","169.00","27.18M","0.29%"
"2016年7月22日","171.00","172.00","172.00","170.50","29.80M","-0.58%"
"2016年7月21日","172.00","171.00","172.00","170.00","35.22M","1.18%"
"2016年7月20日","170.00","170.00","170.50","169.00","39.08M","-0.29%"
"2016年7月19日","170.50","170.50","170.50","169.00","43.71M","0.59%"
"2016年7月18日","169.50","168.00","170.00","168.00","24.77M","0.00%"
"2016年7月15日","169.50","168.00","169.50","166.50","41.82M","0.30%"
"2016年7月14日","169.00","167.00","170.00","167.00","36.13M","0.30%"
"2016年7月13日","168.50","169.50","170.00","167.00","51.72M","-1.46%"
"2016年7月12日","171.00","171.00","171.50","169.50","42.13M","0.59%"
"2016年7月11日","170.00","170.00","170.50","168.50","53.43M","3.34%"
"2016年7月7日","164.50","163.50","165.00","163.00","24.44M","1.86%"
"2016年7月6日","161.50","163.00","163.00","160.50","35.10M","-1.52%"
"2016年7月5日","164.00","165.00","165.50","164.00","16.42M","-1.20%"
"2016年7月4日","166.00","165.50","166.50","164.50","25.97M","0.00%"
"2016年7月1日","166.00","164.50","166.00","163.50","36.58M","2.15%"
"2016年6月30日","162.50","161.00","163.00","159.50","42.85M","2.20%"
"2016年6月29日","159.00","158.50","160.00","158.00","32.13M","1.27%"
"2016年6月28日","157.00","155.50","157.50","155.00","39.10M","0.96%"
"2016年6月27日","155.50","154.50","156.00","154.00","43.40M","-2.20%"
"2016年6月24日","159.00","164.00","164.00","154.50","86.99M","-3.05%"
"2016年6月23日","164.00","165.50","166.00","164.00","22.59M","-1.20%"
"2016年6月22日","166.00","164.50","166.00","163.50","30.41M","0.30%"
"2016年6月21日","165.50","164.00","165.50","163.50","28.04M","1.53%"
"2016年6月20日","163.00","164.50","165.00","163.00","24.95M","0.00%"
"2016年6月17日","163.00","162.50","164.50","162.00","31.33M","1.56%"
"2016年6月16日","160.50","161.50","162.50","159.50","36.96M","-1.53%"
"2016年6月15日","163.00","162.00","163.00","161.00","29.33M","0.62%"
"2016年6月14日","162.00","161.00","163.00","161.00","27.82M","0.00%"
"2016年6月13日","162.00","161.00","162.50","161.00","54.69M","-2.11%"
"2016年6月8日","165.50","164.00","166.00","163.50","45.59M","2.16%"
"2016年6月7日","162.00","161.50","163.50","161.00","47.57M","0.62%"
"2016年6月6日","161.00","161.00","162.00","160.00","28.90M","0.63%"
"2016年6月4日","160.00","160.00","160.00","159.50","2.63M","-0.31%"
"2016年6月3日","160.50","159.00","160.50","159.00","32.02M","0.94%"
"2016年6月2日","159.00","159.00","160.00","158.00","22.00M","0.00%"
"2016年6月1日","159.00","156.00","159.00","156.00","27.74M","1.60%"
"2016年5月31日","156.50","156.50","157.50","155.00","70.18M","-0.32%"
"2016年5月30日","157.00","157.00","158.00","155.00","38.31M","0.32%"
"2016年5月27日","156.50","156.00","156.50","154.50","26.62M","0.97%"
"2016年5月26日","155.00","154.50","155.00","153.50","18.82M","0.32%"
"2016年5月25日","154.50","153.50","155.00","152.50","35.41M","2.32%"
"2016年5月24日","151.00","152.50","153.50","151.00","25.68M","-1.95%"
"2016年5月23日","154.00","150.50","154.50","149.50","50.17M","3.70%"
"2016年5月20日","148.50","147.50","149.50","147.00","38.05M","1.02%"
"2016年5月19日","147.00","148.00","148.50","145.50","35.19M","0.00%"
"2016年5月18日","147.00","146.00","147.00","145.00","31.11M","0.00%"
"2016年5月17日","147.00","145.50","147.00","145.00","32.72M","1.73%"
"2016年5月16日","144.50","143.00","145.50","143.00","32.24M","0.35%"
"2016年5月13日","144.00","145.00","145.50","143.00","60.71M","-1.37%"
"2016年5月12日","146.00","147.00","148.00","146.00","24.01M","-0.68%"
"2016年5月11日","147.00","148.50","149.00","146.50","45.61M","0.00%"
"2016年5月10日","147.00","147.00","148.00","146.50","39.21M","-0.34%"
"2016年5月9日","147.50","148.50","149.00","146.50","39.78M","-0.34%"
"2016年5月6日","148.00","148.50","148.50","147.00","39.40M","0.34%"
"2016年5月5日","147.50","147.50","148.50","146.00","40.69M","0.34%"
"2016年5月4日","147.00","147.00","149.00","146.50","55.59M","-0.34%"
"2016年5月3日","147.50","148.00","148.50","146.50","68.91M","-1.67%"
"2016年4月29日","150.00","151.00","151.00","149.00","75.96M","-1.96%"
"2016年4月28日","153.00","157.50","158.00","153.00","49.28M","-2.24%"
"2016年4月27日","156.50","156.00","157.50","155.50","36.97M","-0.95%"
"2016年4月26日","158.00","156.50","158.50","156.50","18.54M","0.32%"
"2016年4月25日","157.50","156.50","157.50","156.00","14.67M","0.64%"
"2016年4月22日","156.50","155.50","158.00","155.00","29.24M","-0.32%"
"2016年4月21日","157.00","156.00","157.00","154.00","30.42M","1.95%"
"2016年4月20日","154.00","157.50","158.00","154.00","43.42M","-2.22%"
"2016年4月19日","157.50","160.00","161.00","157.00","27.62M","-0.32%"
"2016年4月18日","158.00","158.00","158.50","157.50","20.88M","-0.94%"
"2016年4月15日","159.50","157.00","160.00","156.00","50.34M","-1.24%"
"2016年4月14日","161.50","162.00","162.50","160.00","31.38M","0.00%"
"2016年4月13日","161.50","160.00","162.00","159.50","40.33M","1.89%"
"2016年4月12日","158.50","157.50","159.50","157.50","14.88M","0.00%"
"2016年4月11日","158.50","156.00","159.00","155.50","23.19M","0.63%"
"2016年4月8日","157.50","154.00","158.00","154.00","42.32M","1.94%"
"2016年4月7日","154.50","155.00","155.00","152.50","35.93M","0.65%"
"2016年4月6日","153.50","155.50","156.00","153.50","63.13M","-3.15%"
"2016年4月1日","158.50","161.00","161.00","157.50","34.54M","-2.16%"
"2016年3月31日","162.00","162.00","163.00","159.00","54.09M","0.31%"
"2016年3月30日","161.50","158.50","162.00","158.50","46.11M","1.57%"
"2016年3月29日","159.00","158.50","159.50","158.00","19.15M","0.00%"
"2016年3月28日","159.00","158.00","159.00","157.00","15.86M","0.63%"
"2016年3月25日","158.00","158.50","159.00","157.00","10.97M","-0.32%"
"2016年3月24日","158.50","158.00","159.00","157.00","25.20M","-0.63%"
"2016年3月23日","159.50","158.50","159.50","158.00","29.44M","0.63%"
"2016年3月22日","158.50","159.50","159.50","157.00","29.30M","-0.94%"
"2016年3月21日","160.00","160.00","160.00","158.00","27.69M","0.31%"
"2016年3月18日","159.50","158.50","159.50","158.50","57.87M","0.63%"
"2016年3月17日","158.50","159.50","160.00","157.50","52.23M","1.60%"
"2016年3月16日","156.00","155.50","156.00","154.00","31.13M","0.97%"
"2016年3月15日","154.50","155.00","156.50","153.00","29.44M","-0.96%"
"2016年3月14日","156.00","156.50","157.50","155.50","32.99M","0.65%"
"2016年3月11日","155.00","154.50","155.00","153.00","31.30M","0.32%"
"2016年3月10日","154.50","153.00","154.50","151.50","31.34M","0.98%"
"2016年3月9日","153.00","152.00","153.00","150.50","24.63M","0.66%"
"2016年3月8日","152.00","151.00","152.00","149.50","40.64M","0.00%"
"2016年3月7日","152.00","152.50","153.50","151.00","24.05M","-0.33%"
"2016年3月4日","152.50","153.00","153.50","151.50","37.79M","-0.97%"
"2016年3月3日","154.00","154.00","154.50","153.00","28.87M","0.65%"
